instance,distance,vehicle_count,fill_rate,time_elapsed
3l_cvrp01.txt,321.07911317100417,4,0.5354222222222222,65.16239714622498
3l_cvrp01.txt,322.3725553209837,5,0.4283377777777778,67.86413908004761
3l_cvrp01.txt,321.0791131710041,4,0.5354222222222222,73.47673153877258
3l_cvrp01.txt,321.07911317100417,4,0.5354222222222222,70.85228157043457
3l_cvrp01.txt,327.471931034306,5,0.4283377777777778,71.47969841957092
3l_cvrp01.txt,322.3725553209837,5,0.4283377777777778,63.14294672012329
3l_cvrp01.txt,321.0791131710041,4,0.5354222222222222,67.56490015983582
3l_cvrp01.txt,321.07911317100417,4,0.5354222222222222,69.19816327095032
3l_cvrp01.txt,335.1202052398455,5,0.4283377777777778,68.28021264076233
3l_cvrp01.txt,322.3725553209837,5,0.4283377777777778,82.76490879058838
3l_cvrp02.txt,334.963886237614,5,0.3322,63.983808517456055
3l_cvrp02.txt,346.9630186145761,5,0.3322,52.664304971694946
3l_cvrp02.txt,348.3929572635947,6,0.2768333333333333,51.20235323905945
3l_cvrp02.txt,344.67202056557295,6,0.2768333333333334,54.821446657180786
3l_cvrp02.txt,376.4681014403027,6,0.2768333333333333,70.87692761421204
3l_cvrp02.txt,353.6296513781182,6,0.2768333333333333,53.350757122039795
3l_cvrp02.txt,332.3011448224511,6,0.2768333333333333,39.286128759384155
3l_cvrp02.txt,349.0869200238376,5,0.33219999999999994,42.00706076622009
3l_cvrp02.txt,365.45573112246245,5,0.3322,46.22172927856445
3l_cvrp02.txt,349.9350541201037,6,0.2768333333333333,38.28039216995239
3l_cvrp03.txt,418.68831792060024,5,0.4481466666666667,191.29181265830994
3l_cvrp03.txt,417.6590814993132,5,0.4481466666666666,166.8341224193573
3l_cvrp03.txt,395.85067949342795,5,0.4481466666666666,159.3401529788971
3l_cvrp03.txt,402.58146410255915,5,0.4481466666666667,181.97425985336304
3l_cvrp03.txt,421.0940132037421,6,0.3734555555555556,183.5684654712677
3l_cvrp03.txt,420.5260277089851,5,0.4481466666666667,163.6899917125702
3l_cvrp03.txt,395.704354348995,5,0.4481466666666667,217.2356424331665
3l_cvrp03.txt,405.57402946341506,5,0.4481466666666667,250.39438033103943
3l_cvrp03.txt,394.09861979694125,5,0.4481466666666666,185.345556974411
3l_cvrp03.txt,419.1001688436784,5,0.4481466666666667,177.507093667984
3l_cvrp04.txt,464.2383055499449,7,0.31590476190476185,164.67316341400146
3l_cvrp04.txt,485.08240183545405,6,0.3685555555555555,143.80107069015503
3l_cvrp04.txt,477.93422429058734,7,0.31590476190476197,193.43182229995728
3l_cvrp04.txt,489.24140315168586,7,0.31590476190476185,155.6837203502655
3l_cvrp04.txt,494.37433155221976,6,0.3685555555555556,154.42368006706238
3l_cvrp04.txt,467.9957358541204,7,0.31590476190476185,147.20524334907532
3l_cvrp04.txt,462.578950668845,7,0.31590476190476185,137.37197756767273
3l_cvrp04.txt,474.46976741151326,7,0.31590476190476185,168.45243763923645
3l_cvrp04.txt,500.08406485861224,7,0.31590476190476197,167.86891293525696
3l_cvrp04.txt,460.1899898875946,6,0.3685555555555555,140.53450798988342
3l_cvrp05.txt,520.9955540282873,6,0.48913333333333336,194.0479667186737
3l_cvrp05.txt,515.3090113693739,6,0.48913333333333336,209.91099667549133
3l_cvrp05.txt,506.5024658968218,6,0.48913333333333336,216.44942998886108
3l_cvrp05.txt,504.9317225508195,6,0.48913333333333336,211.49393796920776
3l_cvrp05.txt,569.0020760297357,6,0.48913333333333336,220.3353979587555
3l_cvrp05.txt,524.9968803852679,6,0.48913333333333325,214.54969143867493
3l_cvrp05.txt,533.0331651529871,7,0.41925714285714283,202.73547458648682
3l_cvrp05.txt,514.6499371424578,7,0.41925714285714283,215.5418243408203
3l_cvrp05.txt,557.6666147542074,7,0.4192571428571427,262.17932295799255
3l_cvrp05.txt,530.6618519154449,7,0.4192571428571429,283.6304898262024
3l_cvrp06.txt,524.0729512172231,7,0.31908571428571425,281.27888226509094
3l_cvrp06.txt,554.5469068564541,6,0.3722666666666667,282.9389839172363
3l_cvrp06.txt,567.0639126678179,6,0.3722666666666667,237.34557819366455
3l_cvrp06.txt,564.4099880179238,6,0.3722666666666667,227.7387571334839
3l_cvrp06.txt,547.3385578083748,7,0.3190857142857143,193.85467672348022
3l_cvrp06.txt,551.1944231250375,6,0.3722666666666667,155.3568823337555
3l_cvrp06.txt,563.7559947637355,7,0.3190857142857143,196.5427761077881
3l_cvrp06.txt,528.6969855800093,7,0.31908571428571425,254.86023354530334
3l_cvrp06.txt,544.4584125825866,7,0.31908571428571425,257.34870076179504
3l_cvrp06.txt,552.9932067212344,6,0.3722666666666667,243.94965863227844
3l_cvrp07.txt,925.4893748697307,6,0.4769074074074074,269.0257546901703
3l_cvrp07.txt,904.169462113036,6,0.4769074074074074,287.24007534980774
3l_cvrp07.txt,900.9569716225018,6,0.4769074074074074,272.35501623153687
3l_cvrp07.txt,917.0994138156208,6,0.4769074074074074,256.8028554916382
3l_cvrp07.txt,892.2240983256877,7,0.40877777777777785,212.2539346218109
3l_cvrp07.txt,883.8365065769224,6,0.47690740740740734,294.488972902298
3l_cvrp07.txt,897.8981769420124,7,0.40877777777777774,232.22708010673523
3l_cvrp07.txt,854.4037340626988,6,0.4769074074074074,282.5595397949219
3l_cvrp07.txt,891.5781257877071,6,0.4769074074074074,278.2341511249542
3l_cvrp07.txt,907.7340582865743,6,0.4769074074074074,270.85955834388733
3l_cvrp08.txt,967.5043158934369,6,0.4716444444444445,186.79024577140808
3l_cvrp08.txt,964.7048289642889,7,0.40426666666666666,198.07504653930664
3l_cvrp08.txt,1021.7732734529652,7,0.4042666666666667,194.15547823905945
3l_cvrp08.txt,944.4272007053984,6,0.4716444444444445,246.11217427253723
3l_cvrp08.txt,940.630188585591,6,0.4716444444444445,239.66287279129028
3l_cvrp08.txt,991.5564454809278,7,0.4042666666666667,251.78284740447998
3l_cvrp08.txt,981.5623700093461,6,0.4716444444444445,292.5021333694458
3l_cvrp08.txt,951.4407528199891,7,0.4042666666666666,231.6276867389679
3l_cvrp08.txt,970.4519582695636,6,0.4716444444444445,272.0887682437897
3l_cvrp08.txt,952.9151420296405,7,0.4042666666666666,225.30748438835144
3l_cvrp09.txt,755.3711465277268,10,0.36147777777777773,346.75666332244873
3l_cvrp09.txt,736.683962515438,9,0.40164197530864193,315.6524541378021
3l_cvrp09.txt,761.0184189460622,9,0.4016419753086419,312.45729756355286
3l_cvrp09.txt,742.5739926474354,10,0.3614777777777778,354.69005489349365
3l_cvrp09.txt,723.9617407802479,9,0.40164197530864193,315.94464135169983
3l_cvrp09.txt,746.9734824967064,9,0.401641975308642,283.3329544067383
3l_cvrp09.txt,761.2687764520442,11,0.3286161616161616,301.6002061367035
3l_cvrp09.txt,690.4860405672011,9,0.40164197530864193,288.6016318798065
3l_cvrp09.txt,727.5984083593393,9,0.40164197530864193,356.9646990299225
3l_cvrp09.txt,775.2942859672426,9,0.40164197530864193,287.2544071674347
3l_cvrp10.txt,1003.7789660832909,8,0.5024694444444444,633.4415745735168
3l_cvrp10.txt,994.0750928851777,8,0.5024694444444444,584.1655180454254
3l_cvrp10.txt,1053.621181040666,8,0.5024694444444444,713.3465645313263
3l_cvrp10.txt,945.5581031977537,8,0.5024694444444445,748.741973400116
3l_cvrp10.txt,1009.0581930484865,8,0.5024694444444444,666.0519785881042
3l_cvrp10.txt,957.39799617547,8,0.5024694444444444,645.6526951789856
3l_cvrp10.txt,1011.4158345874747,8,0.5024694444444444,623.8300402164459
3l_cvrp10.txt,947.476210920734,7,0.5742507936507936,633.1410596370697
3l_cvrp10.txt,1002.3278735532715,8,0.5024694444444444,619.2337329387665
3l_cvrp10.txt,959.4271905762596,8,0.5024694444444444,638.8633065223694
3l_cvrp11.txt,915.9750966154919,8,0.484511111111111,650.8416256904602
3l_cvrp11.txt,948.6120159764117,8,0.48451111111111117,625.8868961334229
3l_cvrp11.txt,942.0814265708516,8,0.4845111111111111,435.191349029541
3l_cvrp11.txt,921.8100338765223,7,0.5537269841269841,569.9651477336884
3l_cvrp11.txt,935.9135508072641,8,0.4845111111111111,561.328545331955
3l_cvrp11.txt,919.3197380283024,8,0.48451111111111117,571.2019708156586
3l_cvrp11.txt,933.0197820367646,8,0.4845111111111111,476.5619697570801
3l_cvrp11.txt,857.1602598606962,8,0.48451111111111106,542.1934010982513
3l_cvrp11.txt,948.2832805807093,8,0.4845111111111111,597.3890252113342
3l_cvrp11.txt,942.7731578962988,8,0.4845111111111111,609.3470339775085
3l_cvrp12.txt,688.6102429475056,10,0.39677111111111113,699.3431868553162
3l_cvrp12.txt,711.9198504364559,11,0.3607010101010101,592.3215703964233
3l_cvrp12.txt,722.7399373634385,10,0.3967711111111111,684.6736941337585
3l_cvrp12.txt,731.948052623582,11,0.36070101010101013,639.1130781173706
3l_cvrp12.txt,691.025864977234,10,0.3967711111111111,577.3722848892212
3l_cvrp12.txt,694.7449459672468,10,0.39677111111111113,704.8164796829224
3l_cvrp12.txt,726.2933872004901,10,0.3967711111111111,625.0014243125916
3l_cvrp12.txt,673.8221316313013,10,0.39677111111111113,644.4354734420776
3l_cvrp12.txt,691.4010042254629,11,0.36070101010101013,744.2765347957611
3l_cvrp12.txt,693.6408978447253,10,0.39677111111111113,522.7430295944214
3l_cvrp13.txt,3338.0187679718097,7,0.536968253968254,838.7377154827118
3l_cvrp13.txt,3098.4621500234803,8,0.4698472222222222,914.5439591407776
3l_cvrp13.txt,3172.166281398164,8,0.4698472222222222,840.6143708229065
3l_cvrp13.txt,3219.713585474902,8,0.4698472222222222,819.7755949497223
3l_cvrp13.txt,3381.1541986084662,7,0.536968253968254,898.977986574173
3l_cvrp13.txt,3564.722468698607,8,0.4698472222222222,775.3645298480988
3l_cvrp13.txt,3409.9135924952584,8,0.46984722222222214,1174.1212027072906
3l_cvrp13.txt,3015.6486346926004,8,0.4698472222222223,655.7924098968506
3l_cvrp13.txt,3296.212467688754,8,0.4698472222222222,799.4755318164825
3l_cvrp13.txt,3348.298026500494,8,0.4698472222222222,747.0211384296417
3l_cvrp14.txt,1757.4007067972593,9,0.5035802469135802,901.7647109031677
3l_cvrp14.txt,1784.3398281647737,8,0.5665277777777779,854.1462967395782
3l_cvrp14.txt,1695.1683227637898,8,0.5665277777777777,865.6674404144287
3l_cvrp14.txt,1712.1525037837423,9,0.5035802469135803,850.9507892131805
3l_cvrp14.txt,1645.0743241301288,8,0.5665277777777777,844.1975691318512
3l_cvrp14.txt,1742.9993103414135,8,0.5665277777777777,1016.6274321079254
3l_cvrp14.txt,1745.3764137623914,9,0.5035802469135802,913.6037790775299
3l_cvrp14.txt,1731.5847714953234,8,0.5665277777777777,848.2908556461334
3l_cvrp14.txt,1708.2624379531142,9,0.5035802469135803,877.125953912735
3l_cvrp14.txt,1722.7595680871723,8,0.5665277777777779,871.4530599117279
3l_cvrp15.txt,1619.661790563536,7,0.6212412698412698,890.8678889274597
3l_cvrp15.txt,1609.6163904439293,8,0.5435861111111111,1086.5148639678955
3l_cvrp15.txt,1676.9159405247567,8,0.5435861111111111,797.9976050853729
3l_cvrp15.txt,1613.3228425800642,7,0.6212412698412698,963.4410996437073
3l_cvrp15.txt,1687.8924494222467,8,0.5435861111111111,971.340149641037
3l_cvrp15.txt,1582.265839782704,8,0.5435861111111111,813.0248720645905
3l_cvrp15.txt,1662.2372911833534,8,0.5435861111111111,900.7880845069885
3l_cvrp15.txt,1653.9190221832976,8,0.5435861111111111,1051.4607694149017
3l_cvrp15.txt,1625.6632848359627,8,0.5435861111111111,830.9233667850494
3l_cvrp15.txt,1670.9773440646543,8,0.5435861111111111,766.3493084907532
3l_cvrp16.txt,814.2386128600442,12,0.31066111111111105,860.8430471420288
3l_cvrp16.txt,793.8223330483946,12,0.3106611111111111,846.2886183261871
3l_cvrp16.txt,790.1066618423636,12,0.3106611111111111,1199.6635942459106
3l_cvrp16.txt,818.1049263255236,12,0.3106611111111111,1209.849580526352
3l_cvrp16.txt,824.6971813861123,13,0.28676410256410256,813.1891686916351
3l_cvrp16.txt,792.4818272345512,12,0.3106611111111111,861.0290043354034
3l_cvrp16.txt,783.9343448583265,12,0.3106611111111111,887.0408248901367
3l_cvrp16.txt,797.2607070486598,12,0.3106611111111111,786.9689033031464
3l_cvrp16.txt,833.02297944377,12,0.3106611111111111,802.2568151950836
3l_cvrp16.txt,787.6731097185572,12,0.3106611111111111,883.6114253997803
3l_cvrp18.txt,1639.0523006602912,12,0.4937666666666667,2889.2515716552734
3l_cvrp18.txt,1544.0483480683374,12,0.4937666666666665,2719.927072763443
3l_cvrp18.txt,1606.3051256448462,12,0.4937666666666667,2644.790159225464
3l_cvrp18.txt,1601.164490492267,13,0.4557846153846154,3372.6701984405518
3l_cvrp18.txt,1553.3470431711999,12,0.4937666666666667,2210.6971113681793
3l_cvrp18.txt,1584.6732533342883,11,0.5386545454545456,2769.357001066208
3l_cvrp18.txt,1582.0820267453864,13,0.45578461538461534,2508.591295003891
3l_cvrp18.txt,1634.380458178579,13,0.4557846153846154,2767.3106672763824
3l_cvrp18.txt,1563.9095280827246,13,0.45578461538461534,3473.287223815918
3l_cvrp18.txt,1646.4915121692989,12,0.49376666666666663,2584.556531906128
3l_cvrp19.txt,979.7642103636942,12,0.5082907407407408,3154.193513393402
3l_cvrp19.txt,988.7337552362235,12,0.5082907407407407,3036.584483861923
3l_cvrp19.txt,934.462852445879,12,0.5082907407407408,3338.4712946414948
3l_cvrp19.txt,984.0166231423892,12,0.5082907407407408,3170.706095457077
3l_cvrp19.txt,1023.3221193110761,12,0.5082907407407408,3026.382973909378
3l_cvrp19.txt,980.3481634424369,11,0.5544989898989899,3469.912295103073
3l_cvrp19.txt,975.8214255330126,12,0.5082907407407408,2712.4152162075043
3l_cvrp19.txt,969.4437331379359,11,0.5544989898989899,3382.3811116218567
3l_cvrp19.txt,989.0150619958122,12,0.5082907407407408,2481.4504055976868
3l_cvrp19.txt,997.1095111929079,12,0.5082907407407408,3518.8016817569733
3l_cvrp21.txt,1400.6074463882637,20,0.45746666666666674,3806.743357181549
3l_cvrp21.txt,1453.6508742575872,20,0.45746666666666663,3623.7123765945435
3l_cvrp21.txt,1510.8376300272992,20,0.4574666666666666,3660.891308784485
3l_cvrp21.txt,1581.723505787643,20,0.45746666666666663,3671.6876780986786
3l_cvrp21.txt,1475.801781671796,18,0.5082962962962964,3810.2734055519104
3l_cvrp21.txt,1521.1625023735337,18,0.5082962962962962,3822.273580789566
3l_cvrp21.txt,1504.2789886391806,18,0.5082962962962962,3984.645484685898
3l_cvrp21.txt,1449.8467761768206,20,0.45746666666666674,3629.1990115642548
3l_cvrp21.txt,1639.267037687194,17,0.5381960784313725,3891.9140634536743
3l_cvrp21.txt,1480.8701677187757,17,0.5381960784313726,3852.126284599304
3l_cvrp23.txt,1484.010824793164,18,0.5234395061728395,3647.8728132247925
3l_cvrp23.txt,1496.8765412941734,19,0.49589005847953205,3671.5164954662323
3l_cvrp23.txt,1520.4911708272243,19,0.49589005847953216,3630.663147211075
3l_cvrp23.txt,1489.207435307661,22,0.42826868686868685,3608.8755321502686
3l_cvrp23.txt,1501.7042127097952,18,0.5234395061728395,3657.88059592247
3l_cvrp23.txt,1520.137989256441,18,0.5234395061728394,3610.923589706421
3l_cvrp23.txt,1504.9357703709566,19,0.49589005847953216,3787.2150752544403
3l_cvrp23.txt,1468.6007718589717,20,0.47109555555555555,3762.152113676071
3l_cvrp23.txt,1593.132150731839,18,0.5234395061728396,3713.6835193634033
3l_cvrp23.txt,1480.6931754124366,19,0.49589005847953216,3724.3193645477295
